Price,Close,High,Low,Open,Volume
Ticker,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS
Date,,,,,
2010-03-02,126.3104019165039,127.28399640091959,121.88328554471885,123.0773220692879,2009720
2010-03-03,131.27023315429688,132.9694406525946,123.81211906318877,126.3838868923662,6396450
2010-03-04,131.3345184326172,132.56528818558954,129.96596716057732,131.16000358413496,1585250
2010-03-05,131.69271850585938,135.3850274997587,130.8109644981344,132.20706917078041,2088575
2010-03-08,134.74208068847656,135.29317866049632,131.14161224562403,131.14161224562403,2998275
2010-03-09,131.41717529296875,135.20133879305678,130.7925965901843,134.74209510557017,2887980
2010-03-10,130.43438720703125,132.01418661479025,128.2208432825013,131.52738942676038,2456645
2010-03-11,127.30238342285156,131.1416547567907,126.10834677308296,130.3885022335573,3215010
2010-03-12,128.4596405029297,129.78226452079844,125.33678913907654,128.09225117130154,4587100
2010-03-15,128.8729705810547,130.3333622483797,128.03714364629403,128.58824171679703,3691730
2010-03-16,132.34486389160156,133.73178902162934,126.7512782373382,131.16002115294273,4313620
2010-03-17,131.43556213378906,133.49296509026624,130.72832285999678,132.8867599984443,2894280
2010-03-18,130.94873046875,133.1622740308369,126.76961078966016,126.76961078966016,1602495
2010-03-19,133.86041259765625,134.0992143723674,130.443636973269,130.80184664284133,3173105
2010-03-22,133.53890991210938,136.26681917076067,131.1600304218403,132.99700559857473,3420825
2010-03-23,133.43783569335938,135.20132965227992,132.2805467245377,134.1450748484747,3137795
2010-03-25,135.32994079589844,135.89941255889028,132.95106160640444,133.5480728573563,4631175
2010-03-26,136.11981201171875,137.55264992526259,134.11751646971612,135.14621773790068,4510640
2010-03-29,142.31044006347656,144.5699112201067,135.66058623903373,137.42408036603948,3427565
2010-03-30,144.49642944335938,146.921235366173,140.7398057172736,143.26564580416294,5228770
2010-03-31,145.04751586914062,146.77427651526273,144.2025092166778,144.93730187555983,2262800
2010-04-01,138.0394744873047,148.06017606059504,135.20135159353333,144.1290508447224,62604490
2010-04-05,137.94760131835938,140.47344123752103,136.85459925639438,139.6100609863889,3068635
2010-04-06,136.13819885253906,138.9028407857591,135.77998933949723,138.8752872859101,2779200
2010-04-07,136.38621520996094,137.64453861205638,135.58712154720058,137.64453861205638,2025005
2010-04-08,136.211669921875,138.39766017415994,135.01763362423807,135.2748089480363,2818780
2010-04-09,136.43209838867188,137.95679068159663,136.07388889961163,136.85460871641158,1723635
2010-04-12,137.2954864501953,137.75473012953168,135.09112239538277,136.85461644223378,1443360
2010-04-13,139.28860473632812,140.52856829789985,136.90054597164138,138.45279187694055,2766355
2010-04-15,137.5526580810547,141.2449810875767,137.1301617558583,139.90399742846967,2582545
2010-04-16,137.61695861816406,138.04864878535048,136.30351444576587,137.79147345362298,1299990
2010-04-19,136.90052795410156,137.28629091881888,134.68697030929212,135.93611353480668,1658230
2010-04-20,138.89366149902344,139.40801218488332,135.93613104032409,135.93613104032409,1682830
2010-04-21,142.16346740722656,142.73292506538695,136.39536811262047,139.24268443343115,3645470
2010-04-22,143.8167724609375,144.47808457307545,141.63076775609224,142.73294993798655,3305040
2010-04-23,144.08309936523438,144.43212902669796,142.09917743350445,144.38620185834685,2273000
2010-04-26,140.15196228027344,145.01076754827062,139.48147053031454,145.01076754827062,1761705
2010-04-27,138.8477020263672,140.5285352077106,138.18639015124842,140.5285352077106,2151410
2010-04-28,136.84544372558594,138.14050031721183,136.21168517276604,137.58941628237255,2261885
2010-04-29,136.1473846435547,137.76393145218717,135.3666787552998,135.4401594297836,3114455
2010-04-30,135.75242614746094,137.75472174022465,134.89822566811387,136.34025746061215,2816810
2010-05-03,133.89707946777344,135.79835493430303,133.20821398250982,135.79835493430303,1635105
2010-05-04,130.75587463378906,135.01765586371704,130.07618887179393,135.01765586371704,1028305
2010-05-05,127.79833984375,130.87527832566562,125.83277731346831,128.95562895466153,1229535
2010-05-06,125.39187622070312,128.58820774619355,124.5744231749167,128.58820774619355,869630
2010-05-07,119.82586669921875,125.11634882741714,118.48486899208605,125.11634882741714,2221815
2010-05-10,127.21968078613281,128.53312501523277,120.3310254996083,120.3310254996083,2034620
2010-05-11,129.01077270507812,131.6927547787402,126.40225730520768,127.32074489269503,2057890
2010-05-12,132.8775634765625,133.73176400136833,127.35745953874887,129.5067165779304,2107705
2010-05-13,136.70767211914062,139.59172222379036,133.4562326312897,133.52971331093124,4105230
2010-05-14,130.80178833007812,138.0762065410835,129.92922814088647,135.95450298141589,3020415
2010-05-17,128.85458374023438,133.69501598298316,128.04632440510136,131.1599959507395,3047020
2010-05-18,125.46538543701172,130.42521183018556,124.25297533223265,126.75126220116624,2877205
2010-05-19,120.17488861083984,124.16112058176216,119.40336255485595,123.81210489834405,1484980
2010-05-20,119.2656021118164,123.05894578584011,118.48488216596063,121.2403445419132,798775
2010-05-21,123.27020263671875,124.06010237744192,114.84766768110102,117.5480229346199,1928445
2010-05-24,124.3631591796875,126.8247121220355,123.077282727343,124.3631591796875,848410
2010-05-25,118.16339111328125,124.36318068075238,116.56523210549165,124.36318068075238,1806230
2010-05-26,123.6743392944336,124.36320493628527,119.23805689411532,119.40337792095619,1077775
2010-05-27,123.0405502319336,124.90507810784169,122.03020871616957,124.17946537879236,1529150
2010-05-28,123.46307373046875,125.83277288707711,123.07731070706814,124.53770229887161,428395
2010-05-31,127.93611145019531,128.37699551943382,122.25068587591299,123.44470835549984,1657050
2010-06-01,124.31726837158203,128.03713092537507,122.72827516600616,128.03713092537507,1123865
2010-06-02,122.24148559570312,125.83277471954852,120.99234216197453,125.75929404521088,778530
2010-06-03,126.0531997680664,126.7512450577658,123.26099057926136,124.73057583810652,1059015
2010-06-04,126.6961441040039,128.53311875764467,125.12552460853914,126.38386177648603,766910
2010-06-07,121.5066909790039,123.99579797911291,119.40336101692354,123.99579797911291,947530
2010-06-08,121.80060577392578,123.8120952753355,120.91885176775823,122.15881527314913,479630
2010-06-09,122.52619171142578,123.72022792156771,119.77073000263806,121.80059296137966,436625
2010-06-10,125.30006408691406,125.63989997987476,121.87410960826233,121.87410960826233,770920
2010-06-11,125.54806518554688,127.08193770899179,124.6387574675732,125.8603475882825,396325
2010-06-14,126.89823913574219,128.03715469101775,124.77653520679388,125.83279024886536,520405
2010-06-15,129.1025848388672,129.65368287691797,124.74896359528609,127.6697467579415,799185
2010-06-16,130.12210083007812,132.22544470411924,129.10257931381912,129.50671598909364,944675
2010-06-17,131.23350524902344,131.52741397636885,130.05784230962632,130.05784230962632,630010
2010-06-18,131.22430419921875,132.6020354445889,130.83854113231595,131.34371205861973,533715
2010-06-21,131.88560485839844,132.611217766314,131.44473482239,131.61924967404073,613985
2010-06-22,131.54576110839844,133.8787128413039,130.97630342875325,131.88559694754088,1423355
2010-06-23,132.99697875976562,133.4562224612738,129.87411318050678,129.87411318050678,677995
2010-06-24,130.3792724609375,133.65827892531644,129.52508597929517,133.20821509245926,953330
2010-06-25,128.43209838867188,131.0681528150387,127.85344682580858,129.50672699469953,442165
2010-06-28,131.43556213378906,132.207088242468,128.09226831450712,128.09226831450712,532285
2010-06-29,132.50100708007812,133.1623192281077,131.37127133344742,132.61123511475478,783870
2010-06-30,135.66058349609375,136.21168153120522,125.88787831382078,125.88787831382078,1727175
2010-07-01,134.03485107421875,135.93612659912495,133.180664573467,135.5687372683724,1085640
2010-07-02,131.3345184326172,134.9625408613071,130.6089055378759,134.09916046250382,436715
2010-07-05,134.6594696044922,135.3575151454976,130.42524114475574,130.79263058423044,852870
2010-07-06,132.38157653808594,134.9257762203187,131.56412341709708,133.7317539648321,579100
2010-07-07,133.3459930419922,134.83395214945233,132.44587932069285,132.44587932069285,560780
2010-07-08,132.914306640625,134.9625294461389,131.19672581689417,134.8155681108991,650695
2010-07-09,133.0061492919922,134.97171163646487,132.07848212518655,132.92348879509956,621160
2010-07-12,136.3402557373047,137.57102534381406,133.1806572134269,134.4665338150033,1599720
2010-07-13,139.3896484375,139.9683000077937,137.05669651338988,137.66290158560176,2638055
2010-07-14,137.69964599609375,140.51021553793993,136.7076778022056,139.80299024512732,1898990
2010-07-15,137.1761016845703,138.79263449720827,132.078493704227,132.519363741309,597610
2010-07-16,138.6549072265625,139.5642010659742,137.77315288151647,137.77315288151647,9466055
2010-07-19,137.24957275390625,140.68472085799382,136.30353180279502,137.77311732695165,1007550
2010-07-20,134.48495483398438,139.1876069354459,133.6675014176755,137.58944745581323,990480
2010-07-21,134.22769165039062,136.1197726566197,133.99806989691623,135.5686888572809,1026685
2010-07-22,133.28170776367188,135.14623607271218,131.7478354806932,134.09916099268457,1634170
2010-07-23,133.3459930419922,134.99009332452428,132.85919584470747,133.45622105940004,705565
2010-07-26,133.47457885742188,134.46653279108233,132.4458635689903,133.65827351124776,735920
2010-07-27,133.25413513183594,134.46653104333137,132.5377161807242,134.09914174045483,305390
2010-07-28,133.09800720214844,134.28284973440574,132.35403468014908,134.28284973440574,300120
2010-07-29,132.49180603027344,133.54806092295286,131.89479483267294,132.07848950770347,585590
2010-07-30,133.02452087402344,135.6789486809267,132.00499938334409,133.58479870250497,707970
2010-08-02,135.6238555908203,136.67093068739894,133.483778223733,134.83395585024306,1302000
2010-08-03,136.63418579101562,138.04866428937922,136.3035297538013,137.06587600668448,807660
2010-08-04,138.5721893310547,140.34487729801577,137.2220117340187,137.57104143026095,2590470
2010-08-05,142.01651000976562,143.28402704147248,138.57218243665332,138.69159027732272,3532135
2010-08-06,144.19334411621094,145.06590435618878,141.9981597581588,142.36554911762136,1931170
2010-08-09,145.6749267578125,146.75161276085797,144.47860429603824,145.39885018327416,1601000
2010-08-10,150.34976196289062,151.68411555267966,145.45404761026322,145.45404761026322,3124625
2010-08-11,146.81602478027344,151.28842041816105,145.7669450154276,150.55223493126707,1420705
2010-08-12,146.91726684570312,148.38046864318403,142.82217499414082,145.4908967931316,1629590
2010-08-13,146.84364318847656,152.7424086627862,145.61971447158055,146.87124944178836,2923400
2010-08-16,146.07058715820312,148.4724288510091,144.47856612560273,148.3435950225068,878645
2010-08-17,145.49085998535156,147.60741399570205,144.51538768653617,146.68716823751978,5088005
2010-08-18,145.0491485595703,146.26387983987505,144.3405693545634,145.58289284559777,1197090
2010-08-19,147.0829315185547,149.26391021796724,144.66267985340696,146.18109429881628,2024180
2010-08-20,147.57984924316406,148.15960872722457,146.52157194041982,147.58906069011095,3075255
2010-08-23,150.00009155273438,152.5767830503516,147.6074464388386,147.6074464388386,1554090
2010-08-24,147.0000457763672,151.84053285974477,146.7055604271042,150.36813419709836,1806540
2010-08-25,146.4387664794922,148.3436686059459,145.02157962116013,146.83446556266003,1160570
2010-08-26,146.1258544921875,147.7915115283036,145.77617056463336,147.23935831787577,2303185
2010-08-27,141.4233856201172,147.18413404061866,139.61051408422534,146.6871933825867,1447020
2010-08-30,140.8344268798828,149.07983635287007,139.89578616852523,143.52155727466567,1048150
2010-08-31,141.46939086914062,142.0675590979284,138.44178819504913,139.8773694772001,1236395
2010-09-01,142.95101928710938,144.14734197093966,141.71789293936698,141.71789293936698,657285
2010-09-02,140.42031860351562,145.04915436021963,139.63811801310288,143.55836049462516,1504755
2010-09-03,140.80682373046875,142.08596500273998,140.309897110079,140.65038360846015,567605
2010-09-06,145.177978515625,146.13504205168005,141.36816130357485,141.36816130357485,835515
2010-09-07,143.0430145263672,146.42031504841313,142.63810411315848,145.39884161212285,805485
2010-09-08,145.4632568359375,146.1350323220128,142.51845911352856,143.56753873853998,662285
2010-09-09,145.39881896972656,147.23931034909018,144.46016443453735,144.46016443453735,1163640
2010-09-13,147.36817932128906,147.9571361414383,144.29456135494272,147.23934545568886,1072490
2010-09-14,148.26080322265625,150.73626670178786,147.616633963103,148.15957562173813,1298745
2010-09-15,149.25466918945312,150.36815874880492,147.79148173121234,147.79148173121234,2191880
2010-09-16,144.96633911132812,149.79763020656105,143.92645672506112,148.8129743708124,522655
2010-09-17,151.8681640625,153.5706244183355,145.76692988249673,145.76692988249673,2022965
2010-09-20,156.09213256835938,157.8037908056305,152.39275350864474,152.39275350864474,2171195
2010-09-21,155.22708129882812,157.63813525480734,153.6810748310298,156.25776631919928,1821570
2010-09-22,154.04910278320312,156.46015572476688,152.9448109076992,155.81598663420903,1029390
2010-09-23,152.39273071289062,156.94794523076672,150.23014717359507,156.94794523076672,854754
2010-09-24,149.86204528808594,153.58902982169582,146.22706287437737,153.40498345638036,1196835
2010-09-27,153.5890350341797,155.06143409034848,150.59823586033025,150.92032754194156,1081969
2010-09-28,157.17800903320312,158.69640921430712,152.43873402696468,154.50928738765484,1476778
2010-09-29,154.87738037109375,159.47860965103214,154.187195979103,158.2822872298807,1227360
2010-09-30,154.27923583984375,156.44181955036402,149.30991307086214,156.44181955036402,1931069
2010-10-01,153.72708129882812,156.44180391127378,152.3927275444231,154.32523552057714,727077
2010-10-04,153.5890350341797,156.62584931137906,153.08291102284485,154.23321839740234,685065
2010-10-05,156.53382873535156,157.91419754592138,151.79455406062593,154.04915364285577,1470053
2010-10-06,165.55224609375,167.07066038501424,157.59212398788594,158.51236996737723,3351355
2010-10-07,166.61053466796875,170.47556491019648,165.64427359695205,168.31298127705622,1625703
2010-10-08,167.02462768554688,169.78536533324186,166.01235159799026,168.45101161189018,882766
2010-10-11,166.1043701171875,168.95713776917586,165.18412429936376,167.48473884392314,472843
2010-10-12,162.28533935546875,167.16263046855724,161.04300200895125,166.10435350066115,572523
2010-10-13,158.2362823486328,163.8037729453102,157.9142047033377,162.2853728015974,2001885
2010-10-14,153.5890350341797,160.44487822001273,152.80683444458344,159.29457084545524,2352455
2010-10-15,148.98777770996094,156.25772738448094,147.79146949732242,153.9110979702888,2388253
2010-10-18,146.27308654785156,150.36817809390462,144.47860980765287,150.36817809390462,1210587
2010-10-19,152.34671020507812,154.50927962583626,146.82523485394395,148.89578811061926,2076053
2010-10-20,151.61053466796875,153.63507314196508,150.92035013989,152.34673430628746,842389
2010-10-21,160.12281799316406,160.76698744109024,151.9326334941581,152.66881912502183,2298066
2010-10-22,157.5460968017578,161.68720339197722,156.027696668746,161.08904916790306,530558
2010-10-25,151.19638061523438,160.03073145334602,150.736257736942,158.4663164755192,1394953
2010-10-26,150.7823028564453,153.2209489802361,150.0000881908618,151.84058007050425,1164317
2010-10-27,147.56146240234375,151.74857077207994,146.91727892222377,150.46023189552122,1539430
2010-10-28,142.0859832763672,149.95408974429503,140.10745990268765,148.1596127706582,3691083
2010-10-29,139.78533935546875,143.3743066047423,138.1289080547058,142.54607691252346,2028773
2010-11-01,142.82215881347656,146.08903451976647,141.39577488066402,141.94792802944238,1402657
2010-11-02,140.9356689453125,143.5583756557593,139.09517694972584,143.46634543924415,1467943
2010-11-03,147.14732360839844,147.8835231858726,141.9019244368834,142.63812401435757,2649767
2010-11-04,148.3436279296875,150.0000732649067,147.51541228299655,148.15958156840475,835546
2010-11-08,148.52767944335938,150.41418630608376,147.42338719551805,149.53995552828596,613082
2010-11-09,149.3098907470703,151.84056686142742,148.4816750900157,149.53995221201185,601933
2010-11-10,147.14732360839844,149.9080614925473,146.8252459470178,149.53996872472973,423032
2010-11-11,143.00621032714844,148.7577473261785,141.71787165610104,148.20560819937464,1955709
2010-11-12,139.73936462402344,146.18108680414204,138.9571498854159,144.2025494237159,1124521
2010-11-15,139.4632568359375,141.21171827728512,138.08288810587246,140.4295177553504,606454
2010-11-16,136.6105194091797,143.09825668459862,135.41419677000798,140.75162651580794,1473835
2010-11-18,135.96633911132812,141.21173821791515,135.27615464883408,138.0368924988103,1823233
2010-11-19,133.71173095703125,138.95712973467454,132.51540848869627,136.70253010694972,1042105
2010-11-22,134.40191650390625,135.6442400438084,129.47859532215128,133.803748243801,860599
2010-11-23,133.7577362060547,135.276136199725,130.72092217687714,133.43564455074915,977715
2010-11-24,133.3436279296875,136.19639589282664,130.9509969674841,135.92031930900055,477765
2010-11-25,127.9601821899414,133.66570338132783,126.62582857901148,131.59515031690106,874260
2010-11-26,130.03074645996094,136.7485442340513,104.90803097156153,128.78840889750992,5075222
2010-11-29,132.0552978515625,133.9878200222235,122.89885317823665,129.75468290641334,1118461
2010-11-30,140.24546813964844,141.62583697583332,128.052210086682,132.05528532835334,2214284
2010-12-01,141.39576721191406,142.54607450794927,138.2209218832243,138.2669369834331,639181
2010-12-02,138.35897827148438,143.46633184169758,136.70253282408416,142.6381161389166,520492
2010-12-03,135.32215881347656,139.4172501514724,132.88349881806766,138.0368813380915,529009
2010-12-06,135.27613830566406,137.80681436240266,134.35589246685,137.0245997826759,268880
2010-12-07,134.07981872558594,136.28841721027308,133.06755670671208,136.28841721027308,198780
2010-12-08,130.21478271484375,134.30987377984073,128.8804290925643,133.43564306468087,387102
2010-12-09,126.76384735107422,132.607413263121,125.65955530048454,130.76692183152645,781461
2010-12-10,134.90805053710938,137.76080431700788,122.48473125726589,126.6718387440393,1827567
2010-12-13,136.42645263671875,137.7608063634152,132.79148419439466,136.10436095979574,362511
2010-12-14,139.37123107910156,142.03995246738427,137.07061645567026,138.9571232552514,661078
2010-12-15,136.4724884033203,139.78536567033925,135.27616576168572,139.37125776719188,385342
2010-12-16,136.24240112304688,138.35896938986596,134.90804744673832,137.94484752322077,284245
2010-12-20,132.79148864746094,133.84976583540308,124.32522901840893,129.75467431262751,1097483
2010-12-21,137.76077270507812,138.49697204257498,132.19328364516588,135.23009713619388,638065
2010-12-22,137.9908447265625,140.24544396194716,136.6564912233214,138.49698268760858,1484744
2010-12-23,133.71173095703125,139.27922141370865,131.8252240694843,138.03688384239194,460088
2010-12-24,132.2853546142578,133.8037548070077,131.7332014304367,133.1135703481507,546725
2010-12-27,132.19332885742188,135.18412827991415,131.68720480400998,133.43566654196206,478728
2010-12-28,129.61663818359375,136.19639062758307,129.20251630294504,136.19639062758307,941747
2010-12-29,130.07676696777344,131.27307543544418,129.11050593925302,130.6749212016088,651864
2010-12-30,130.39883422851562,131.4571253818637,128.88043419168062,130.6749107920776,665419
2010-12-31,132.5614471435547,133.75776982443747,130.6749399208365,131.08904783756964,680716
2011-01-03,133.48167419433594,134.7239977676545,131.64118234482243,133.94179715671433,487210
2011-01-04,136.70252990722656,138.49700658618832,133.02154634347403,135.23013086499037,812777
2011-01-05,145.03073120117188,146.13502325766095,137.3926889108833,138.1288882958211,3254352
2011-01-06,142.5921173095703,147.2393624967417,141.71788640311388,145.6749470785818,1874274
2011-01-07,135.5062255859375,142.91420880834144,134.44794828638257,142.6381321957237,781973
2011-01-10,129.20257568359375,136.47252992260783,128.14429804893985,135.55228361704994,625006
2011-01-11,127.9601821899414,131.3650888652981,125.1534296720178,129.8006738027652,1121192
2011-01-12,128.6043701171875,129.61664626794018,125.61357081213663,129.2025243614622,1045506
2011-01-13,130.12277221679688,132.23934071835507,128.46634073385812,129.38658668741914,797536
2011-01-14,128.09820556640625,131.13501934917537,126.99391347499088,129.7546507244472,598460
2011-01-17,126.16573333740234,129.75468715254536,124.5553028230977,129.75468715254536,397997
2011-01-18,128.69639587402344,129.34056520137335,126.53381237309347,126.53381237309347,370616
2011-01-19,128.65040588378906,130.6749444685963,127.54611338678882,128.8804674057408,379533
2011-01-20,128.28225708007812,130.67490174280772,126.67182695296606,127.91416438204419,266418
2011-01-21,128.8343963623047,130.07673365824655,126.99390498570034,127.77611943749112,271388
2011-01-24,130.90496826171875,132.97552136251923,128.60435370527378,129.20250787321473,657683
2011-01-25,128.97244262695312,133.021532552392,128.65036502361912,132.46937945833872,378857
2011-01-27,127.13197326660156,130.21480283743904,126.99394198986988,130.16878773124884,1363893
2011-01-28,128.37428283691406,129.6166202230379,123.81906915751976,126.80986786160558,774349
2011-01-31,129.34059143066406,129.75469936494994,124.73936095672966,126.9939610805893,690663
2011-02-01,128.32830810546875,131.08904623914756,126.80990774868152,128.88046134894063,2105194
2011-02-02,125.61357879638672,129.80070089796752,125.06142558054589,129.7546857896742,2986356
2011-02-03,127.31599426269531,128.14420975027204,124.69328848231139,125.61353415376756,856145
2011-02-04,124.18720245361328,128.14426330293372,123.49701791158671,127.45407876090717,581117
2011-02-07,124.04915618896484,125.88964807888468,123.58903321648488,125.88964807888468,434301
2011-02-08,121.19639587402344,126.44179528653349,120.092103477996,126.07370250180423,1037657
2011-02-09,118.71171569824219,121.47245327261992,116.82520888071659,120.552207414494,1074254
2011-02-10,119.35589599609375,120.4141872556236,110.88963612904865,118.48166515863082,983982
2011-02-11,127.50010681152344,128.7424306881452,117.97555354821392,120.5522455749788,1175164
2011-02-14,131.7947235107422,133.36480502829085,126.62268944748206,131.14822101442186,875125
2011-02-15,130.82493591308594,134.84250946928282,128.65453411354642,131.70234707762393,1017479
2011-02-16,132.3950653076172,133.22628083345023,128.37749071646158,131.84091222859632,1324018
2011-02-17,136.50494384765625,137.98266141129986,131.42526065645092,132.71826528622577,1236435
2011-02-18,133.27244567871094,139.46042184259127,132.02560845562246,136.68968498479143,548509
2011-02-21,132.672119140625,134.28838240801784,128.56219536493694,134.28838240801784,459542
2011-02-22,129.48574829101562,132.81063769410193,128.56216946712436,130.68640358061316,457607
2011-02-23,132.9029998779297,135.39667421595374,127.77714818746996,129.34722952025473,1732547
2011-02-24,135.11961364746094,138.3521402223155,130.22464201557023,132.9953790797313,1598633
2011-02-25,136.87440490722656,138.0750604251148,132.16416046539945,134.01131846439765,743380
2011-02-28,127.45386505126953,139.04478095961562,124.4522341714389,136.73583412897668,2792105
2011-03-01,128.33128356933594,130.59404902463848,123.06688673036594,128.56217829115653,3822872
2011-03-03,125.23731994628906,129.07016721764097,124.68316690076229,129.07016721764097,1759385
2011-03-04,122.65131378173828,127.26920952583461,101.59370637011915,101.59370637011915,1382407
2011-03-07,121.45063018798828,122.37420912477907,120.0652617828021,120.0652617828021,780459
2011-03-08,122.55890655517578,123.4824853748722,121.12735656610747,121.45061479007896,319785
2011-03-09,121.0350112915039,124.03664255847939,119.74199244395908,122.92835075536587,1183691
2011-03-10,123.57484436035156,125.19110723552474,120.98882094153568,121.40442857661287,1064047
2011-03-11,121.54297637939453,123.43630165555643,120.38850287310352,122.65126812689506,580658
2011-03-14,123.06687927246094,124.22135281160222,121.08119042221576,121.72769278559596,542303
2011-03-15,120.80411529541016,122.74362240708254,115.67824990617828,116.370934037353,568586
2011-03-16,121.31209564208984,122.65128224499924,120.06525847469736,120.06525847469736,625182
2011-03-17,123.43631744384766,124.45225989640691,119.9267288099796,119.9267288099796,714993
2011-03-18,123.71339416503906,125.14494431709484,122.09713104655259,123.75957592982073,840493
2011-03-21,121.496826171875,124.63698928737162,121.17356786908954,124.26756330650066,321326
2011-03-22,121.26593017578125,123.29780123527622,120.57324589917857,121.95861445238393,413606
2011-03-23,121.26593017578125,122.74364817691502,120.52706412886552,121.95861445238393,404062
2011-03-24,122.51274108886719,123.39015235842298,121.3582674107109,121.91242041330442,523257
2011-03-25,127.40771484375,127.8233225576357,123.39015481925951,123.75958076655867,1368519
2011-03-28,127.40771484375,128.88544681833977,126.25324114256942,127.7309731171592,600132
2011-03-29,126.06852722167969,129.1163405884354,125.19113003391423,127.40771388644761,841159
2011-03-30,126.0223388671875,127.59242018837526,124.77551580008063,127.36152546194484,541367
2011-03-31,126.2070541381836,127.13063306079802,123.94428859631743,126.11470470153972,763249
2011-04-01,130.36314392089844,131.37908625307907,126.992086887862,127.45387629472695,1716486
2011-04-04,136.87440490722656,137.70563446239402,130.68642842912203,131.47147621577514,1125553
2011-04-05,144.8633575439453,145.92546765243856,136.73586032451084,137.15146801510838,1712167
2011-04-06,141.9078826904297,146.29488216687395,140.61487795550292,145.92545626909333,934007
2011-04-07,143.847412109375,145.0018857218098,141.030493676495,142.92383321942717,1042870
2011-04-08,142.6005859375,144.81718389945854,140.84579154872566,144.7248203662824,877589
2011-04-11,134.88870239257812,144.03212794881026,134.42691293837052,143.01619960517098,758237
2011-04-13,135.9969940185547,136.5511469996814,133.18007553443599,134.75015685736741,736669
2011-04-15,134.88870239257812,136.9205731725524,133.6418652291393,136.55114724626463,334620
2011-04-18,138.62918090820312,141.7693431320305,135.30429165369685,135.67371752966696,1715836
2011-04-19,135.67372131347656,139.6451130080357,134.1036401577748,139.27568712176267,776550
2011-04-20,136.55113220214844,137.93650041214238,135.07340047441053,136.64348162719818,412906
2011-04-21,135.90463256835938,137.98268514030798,135.35049367145731,137.33618271424092,327436
