Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2010-01-04,219.4661407470703,222.6494757631751,208.51835337845563,222.6494757631751,76646086
2010-01-05,218.4866180419922,234.64815496748562,217.405105711743,234.64815496748562,21392825
2010-01-06,222.01690673828125,223.34329753189502,218.47646372472565,220.3640161867045,23691760
2010-01-07,225.7001495361328,227.52648565111318,219.9762766153731,222.01688285594466,26197920
2010-01-08,225.10836791992188,227.2816090238271,223.64934236778333,226.09805610487777,15110149
2010-01-11,220.6904754638672,234.60735311968386,214.26260375348463,231.54643718014663,188649642
2010-01-12,221.2720947265625,232.0770591698868,219.77225809357736,223.44533629468515,32790509
2010-01-13,222.13929748535156,222.83309401676905,218.05809895038473,222.01686520717473,15360176
2010-01-14,228.8936767578125,229.52624351254863,221.6087384407792,221.6087384407792,24545629
2010-01-15,226.6592254638672,232.40350365854755,225.4960915069753,229.73031702534033,18766617
2010-01-18,224.3635711669922,227.82237867350244,222.82291038119192,225.89401564032195,14172193
2010-01-19,221.4047088623047,225.7001506245028,220.9251551555142,224.4655978052974,13064666
2010-01-20,219.87423706054688,223.8738141645921,218.7519139091064,223.4452875598105,19331024
2010-01-21,215.08905029296875,219.77222149514733,214.31363218573807,219.36410024946022,18611321
2010-01-22,215.04827880859375,218.54791129705347,210.07943136211176,212.42611873711672,39869565
2010-01-25,212.64031982421875,215.1604523138496,211.54860477199685,214.19116953924168,13393277
2010-01-27,209.68150329589844,214.26264822261493,208.14085593823992,210.99769142949816,24843485
2010-01-28,211.6404266357422,213.53818140473084,209.16110493278086,212.22199356971484,33223459
2010-01-29,213.48716735839844,214.62989584376714,207.75309230873873,210.7731701784621,23333042
2010-02-01,213.3239288330078,215.28289977604703,211.3139308188436,211.71184934572636,12132865
2010-02-02,209.6304473876953,215.55837370191867,208.97744798824718,214.6707124339259,17248998
2010-02-03,210.9874725341797,213.9361320270122,210.405891891188,210.405891891188,15052266
2010-02-04,207.96734619140625,211.81386911895925,206.91644192611298,211.81386911895925,11974603
2010-02-05,200.32534790039062,205.6410998910972,198.95816002676608,198.95816002676608,29882876
2010-02-08,202.90670776367188,204.94730047684888,198.9581573220193,200.99875003519628,25894932
2010-02-09,202.68222045898438,203.65150329068038,200.52939829714882,202.7842473630051,14292031
2010-02-10,201.0191192626953,204.03919702475415,200.38652528285672,204.03919702475415,18261247
2010-02-11,207.15113830566406,208.10001577136538,201.71294077548896,201.86599475565833,23450102
2010-02-15,206.10025024414062,209.56927451278364,205.61050740432358,209.56927451278364,13498617
2010-02-16,207.68170166015625,208.34489019976064,205.0799337134575,206.12063544343684,10068256
2010-02-17,210.7017822265625,211.7730920413013,208.5591625970849,209.1611349969595,15630122
2010-02-18,203.6107177734375,211.8853459069276,203.03935341833213,210.1814419115273,19834114
2010-02-19,200.6314239501953,203.0393269788185,199.39685755399364,203.0393269788185,17754534
2010-02-22,199.56011962890625,204.05962878584026,197.93783733413258,203.10054862453688,12692045
2010-02-23,199.02957153320312,200.59062410518953,197.93784274232684,198.75408525732308,12976934
2010-02-24,199.7335662841797,201.14157846073894,197.254244344646,197.93783824072736,12487589
2010-02-25,196.5298309326172,200.99874577062897,195.72380472862895,199.9988548175168,18954063
2010-02-26,199.76417541503906,203.03933448704265,197.17262386449022,197.7337854756061,22579233
2010-03-02,200.6314239501953,203.855569449394,199.85599224097365,200.99873442412922,18210596
2010-03-03,209.1202850341797,209.77327076742984,201.61088780393726,201.61088780393726,26623966
2010-03-04,206.91644287109375,212.22199129119886,205.6920928781648,212.22199129119886,20781218
2010-03-05,206.0594024658203,209.36516944627726,205.10032234253185,208.54894060768552,11774505
2010-03-08,204.89630126953125,209.56927034993177,204.4677745904846,208.38571723119537,11941298
2010-03-09,202.0904541015625,206.46753095143802,201.6211167136359,205.3860185076179,17459521
2010-03-10,205.84515380859375,207.916354487186,201.87619819159198,203.03933216337535,24807175
2010-03-11,207.41641235351562,208.14083064116414,205.48804931237382,206.10022437988312,14583772
2010-03-12,208.46731567382812,210.79359726450397,206.91646582062756,207.12053325658155,22333253
2010-03-15,209.7835235595703,210.57936075403046,206.7328370170585,208.54897062291556,18131701
2010-03-16,217.9254913330078,218.71112579340743,209.97737699585642,210.58955208532015,33998717
2010-03-17,218.28257751464844,220.89453429349206,217.48674044197972,219.32327915013886,21599472
2010-03-18,219.76205444335938,220.7109320663927,217.13989442557752,219.16008197868018,15292424
2010-03-19,222.84335327148438,223.75140646469808,218.374438039358,220.13955821021736,19737747
2010-03-22,219.1498565673828,224.26154107373432,216.71134526295302,216.71134526295302,20468483
2010-03-23,222.710693359375,223.23104423725547,219.76203384413535,219.9660876700686,20005544
2010-03-25,222.72088623046875,223.85342577971448,219.85384837201573,223.64935834102826,22967888
2010-03-26,224.55740356445312,226.71023923570664,223.47589119476595,223.85340434169413,18075516
2010-03-29,223.09840393066406,226.4959954036927,222.62906652045814,225.2206181567689,20249784
2010-03-30,222.04750061035156,225.62874054010936,220.99659618313848,223.6493639789312,18938795
2010-03-31,219.2110595703125,223.44529875822587,218.60908720413437,223.0167721319678,21647708
2010-04-01,222.84335327148438,224.1595277590168,219.77224768315534,219.976301519439,12519976
2010-04-05,229.750732421875,230.51597510561012,223.75138670395432,223.75138670395432,19912935
2010-04-06,229.19976806640625,231.1995498062009,228.5875794189902,230.17925355617297,12481837
2010-04-07,230.52615356445312,234.60736595936163,229.17937118240778,229.567073419262,20218574
2010-04-08,225.8022003173828,231.91378938244506,224.77170127052142,231.19957376037746,14723428
2010-04-09,229.505859375,230.79145286963765,226.13887614560275,226.13887614560275,16826518
2010-04-12,230.046630859375,233.64830345359852,229.08755064177748,233.64830345359852,12699784
2010-04-13,228.73046875,231.40365588147407,226.77151094968804,230.17930555356008,13971281
2010-04-15,222.56784057617188,231.58726426181133,221.82301691856318,229.56707703517375,24286918
2010-04-16,221.2516632080078,223.4453099016147,218.57849003306058,221.6291764001751,18193722
2010-04-19,216.67056274414062,220.34362740553715,214.46671304990082,220.34362740553715,16389189
2010-04-20,216.9562225341797,220.33340886949742,215.15029160004042,218.3132214077321,16748550
2010-04-21,215.09925842285156,219.09883583432398,213.88511096743593,218.34380946744776,19187549
2010-04-22,219.51715087890625,223.22082286184343,214.27281815212717,214.36464236611124,25598349
2010-04-23,222.05770874023438,223.649369456694,220.38441287119284,220.38441287119284,23235165
2010-04-26,218.59890747070312,224.01668657877823,217.01743577717133,220.384419375584,16652152
2010-04-27,216.5582733154297,217.9356773778274,215.28290977827396,216.91538109940305,13970196
2010-04-28,207.57965087890625,215.06862957018828,206.5083275772426,215.06862957018828,40110291
2010-04-29,211.2119598388672,212.20164826228395,207.96740824730134,208.9570966707181,23447044
2010-04-30,210.91604614257812,213.69124616355273,210.1814251576068,212.22201781536023,15821019
2010-05-03,208.9060516357422,210.71198243584536,207.75312030534604,209.36518635404386,12535244
2010-05-04,208.37545776367188,212.01792673223596,206.81440547217915,208.99783541810731,17348783
2010-05-05,208.27345275878906,208.86522240822728,204.73302393054308,206.1002116518058,14976570
2010-05-06,205.6614990234375,208.8142120516111,204.87586462809037,208.10001010999954,23863448
2010-05-07,210.7528076171875,216.30323538063948,199.16222288712737,199.16222288712737,72063684
2010-05-10,221.89132690429688,222.42580514612325,213.79190052120802,216.0531651770235,38050844
2010-05-11,219.50672912597656,223.86479418992798,218.59194507963247,223.86479418992798,26325489
2010-05-12,222.62109375,223.95728243189828,218.73583821960247,221.20266603870292,15294301
2010-05-13,220.32899475097656,224.76928482622287,218.31441984186137,218.31441984186137,11947698
2010-05-14,214.542236328125,220.16455667785667,212.7640590750623,219.486170412259,18161695
2010-05-17,208.9713134765625,212.7023968890438,207.41926950326965,212.7023968890438,20611809
2010-05-18,209.8038787841797,212.4454356983553,207.17258631208554,209.68054080900794,15445191
2010-05-19,205.29164123535156,209.2180098958395,204.56186410313217,209.0638237041993,26097480
2010-05-20,205.55886840820312,208.24155163940887,204.2843348608942,205.77472358213018,18577281
2010-05-21,204.65435791015625,205.5383074697135,200.6560422864194,203.49289791929425,19167407
2010-05-24,210.2252655029297,215.63173021238038,208.9507321177778,209.26936889469428,24726303
2010-05-25,202.61924743652344,210.7083967185086,202.02310013337953,210.7083967185086,25245934
2010-05-26,207.2239990234375,207.62484745854147,203.71903497739495,204.52075929263626,13726569
2010-05-27,210.14306640625,211.2634137629317,205.89806103652992,207.83041082008137,27405100
2010-05-28,213.10324096679688,213.58632836938494,208.54987735287344,211.72592590287346,17535288
2010-05-31,214.94308471679688,215.53923191022108,211.47923390742986,211.76703620210762,16548811
2010-06-01,207.73788452148438,214.81973108012463,206.4119603013961,214.4702735313917,19466130
2010-06-02,207.84066772460938,209.8860771065358,206.25778941260486,208.65267006842026,19728249
2010-06-03,211.90069580078125,213.38079278598042,209.6600008534404,209.6600008534404,17106958
2010-06-04,211.98291015625,212.96964136478874,210.18417653062696,211.94178377692157,14088022
2010-06-07,207.1623077392578,208.65269649304406,205.56915106221376,208.65269649304406,13503377
2010-06-08,204.82911682128906,208.17989465106126,204.5618708101956,207.5631773093122,15226706
2010-06-09,207.01840209960938,208.6526850679918,205.56913980600507,205.61025246206344,15242486
2010-06-10,208.72463989257812,209.15633651958353,207.03896604212693,207.62483513502147,13962908
2010-06-11,215.10760498046875,216.02238925464894,209.88614539001543,210.7084261646194,23307069
2010-06-14,218.62277221679688,219.9589746671509,215.66257873209915,216.85488689045835,15892958
2010-06-15,219.1572723388672,219.93844030416716,215.86817728685432,218.97226537354075,18992836
2010-06-16,217.4818878173828,220.50375055139196,216.89601871140408,219.95899410390183,11833071
2010-06-17,220.2467803955078,221.39796219438168,217.55381912553287,218.5816629579235,21047804
2010-06-18,216.74185180664062,224.029290732487,215.9606975033289,222.05581433684068,38277934
2010-06-21,219.06475830078125,220.30845734198726,218.10886158095414,218.10886158095414,11792906
2010-06-22,218.68446350097656,220.94572836122148,217.27631376101905,218.52001286478287,12908863
